user,timestamp,ip,event,details,item_id,quantity,price,error_type,message,Base64Error
user_25,2024-11-18T13:14:38.997994,92.168.252.188,update,"{'item_id': 8533, 'quantity': 3, 'price': 526.1}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_655,2024-11-18T21:14:13.998008,46.173.8.120,update,,4184.0,4.0,132.75,,,
user_178,2024-11-18T01:40:28.998018,232.215.92.107,logout,,8528.0,3.0,759.01,,,
user_916,2024-11-17T22:11:32.998024,130.183.68.255,error,"{'item_id': 2058, 'quantity': 3, 'price': 926.16}",,,,,,
user_497,2024-11-17T21:16:37.998040,10.174.189.180,logout,,1660.0,2.0,647.57,,,
,2024-11-18T17:50:20.998046,,,,,,,InvalidBase64,Data cannot be decoded,
,2024-11-18T02:54:24.998054,,,,,,,TimeoutError,Connection to DB failed 2024-11-18T02:54:24.998054,
,,,,,,,,,,Invalid Base64 or decoding error
user_225,2024-11-18T09:35:27.998066,23.212.172.24,login,,5576.0,3.0,769.46,,,
user_63,2024-11-18T23:29:32.998080,138.254.118.49,error,"{'item_id': 3744, 'quantity': 2, 'price': 153.3}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_402,2024-11-18T09:14:07.998099,44.4.28.25,purchase,,7571.0,3.0,164.25,,,
user_756,2024-11-18T15:39:02.998112,146.115.18.218,login,,5287.0,3.0,787.89,,,
user_405,2024-11-19T00:27:18.998133,79.143.254.206,logout,,8373.0,5.0,778.86,,,
,2024-11-18T13:25:39.998139,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-18T13:25:39.998139,
user_405,2024-11-19T07:28:01.998161,249.233.201.181,update,,1610.0,1.0,903.09,,,
user_97,2024-11-18T19:24:43.998167,82.196.198.249,update,"{'item_id': 6529, 'quantity': 4, 'price': 532.41}",,,,,,
user_714,2024-11-18T14:11:46.998198,68.80.151.50,update,,9709.0,1.0,460.26,,,
,,,,,,,,,,Invalid Base64 or decoding error
,2024-11-19T15:06:38.998226,,,,,,,TimeoutError,Connection to DB failed 2024-11-19T15:06:38.998226,
user_844,2024-11-19T06:30:54.998228,156.37.94.26,error,,7558.0,1.0,570.45,,,
user_479,2024-11-19T15:32:57.998234,50.162.44.18,update,"{'item_id': 4281, 'quantity': 5, 'price': 644.16}",,,,,,
,2024-11-18T13:50:29.998241,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-18T13:50:29.998241,
user_436,2024-11-18T13:12:05.998262,114.245.29.215,update,,2590.0,3.0,516.78,,,
,,,,,,,,,,Invalid Base64 or decoding error
,,,,,,,,,,Invalid Base64 or decoding error
,2024-11-19T12:29:00.998300,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-19T12:29:00.998300,
user_534,2024-11-18T13:45:15.998302,126.2.199.124,error,"{'item_id': 8652, 'quantity': 1, 'price': 38.04}",,,,,,
user_448,2024-11-19T12:08:31.998310,124.160.2.216,error,"{'item_id': 3676, 'quantity': 3, 'price': 32.91}",,,,,,
user_10,2024-11-17T21:24:58.998323,163.128.125.203,login,"{'item_id': 4822, 'quantity': 1, 'price': 776.35}",,,,,,
user_136,2024-11-18T05:29:17.998330,240.213.127.249,error,,3596.0,4.0,799.24,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_740,2024-11-18T02:29:58.998362,109.72.49.157,logout,,9630.0,5.0,272.2,,,
user_306,2024-11-19T05:16:17.998379,232.52.185.87,login,,7980.0,3.0,232.05,,,
user_209,2024-11-18T05:32:20.998395,188.44.186.119,update,,5122.0,2.0,257.77,,,
user_126,2024-11-19T04:37:45.998410,240.145.199.153,error,,7260.0,5.0,711.58,,,
user_987,2024-11-19T05:34:07.998416,239.238.172.70,error,"{'item_id': 6939, 'quantity': 4, 'price': 706.05}",,,,,,
user_363,2024-11-19T11:31:54.998425,106.87.123.211,error,,8620.0,1.0,714.22,,,
user_867,2024-11-18T20:02:50.998435,34.226.220.185,purchase,,9653.0,2.0,982.95,,,
user_941,2024-11-18T20:42:21.998443,223.169.180.45,logout,,8378.0,4.0,471.71,,,
user_558,2024-11-19T02:44:48.998473,137.131.219.57,logout,"{'item_id': 7199, 'quantity': 3, 'price': 333.46}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_799,2024-11-18T03:51:41.998487,176.75.215.83,update,,9891.0,4.0,75.22,,,
user_11,2024-11-18T10:14:31.998493,24.109.135.131,update,"{'item_id': 5494, 'quantity': 4, 'price': 185.74}",,,,,,
user_919,2024-11-18T20:45:14.998509,46.241.130.40,login,,7440.0,1.0,336.97,,,
user_537,2024-11-18T02:35:14.998515,58.213.127.234,purchase,,3135.0,3.0,975.72,,,
user_755,2024-11-18T07:45:59.998524,38.127.153.26,login,,9423.0,3.0,308.26,,,
user_145,2024-11-19T10:42:38.998530,59.9.67.57,purchase,"{'item_id': 4982, 'quantity': 1, 'price': 916.42}",,,,,,
user_534,2024-11-18T02:54:03.998544,42.105.253.153,purchase,"{'item_id': 8036, 'quantity': 2, 'price': 23.25}",,,,,,
,2024-11-17T18:41:52.998553,,,,,,,TimeoutError,Connection to DB failed 2024-11-17T18:41:52.998553,
,,,,,,,,,,Invalid Base64 or decoding error
user_791,2024-11-19T07:45:05.998572,88.90.217.101,purchase,,1348.0,2.0,326.23,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_511,2024-11-18T16:18:15.998598,86.215.107.121,login,,3574.0,1.0,418.94,,,
,2024-11-17T18:06:52.998606,,,,,,,TimeoutError,Connection to DB failed 2024-11-17T18:06:52.998606,
user_746,2024-11-18T23:24:00.998610,157.73.202.217,logout,"{'item_id': 4098, 'quantity': 4, 'price': 610.27}",,,,,,
,2024-11-19T01:14:55.998616,,,,,,,InvalidBase64,Data cannot be decoded,
user_720,2024-11-18T18:02:11.998645,207.4.55.72,error,,1221.0,1.0,843.79,,,
,2024-11-18T08:45:29.998650,,,,,,,TimeoutError,Connection to DB failed,
user_574,2024-11-18T11:40:47.998657,56.255.110.123,logout,"{'item_id': 5704, 'quantity': 2, 'price': 86.28}",,,,,,
,2024-11-18T03:21:21.998684,,,,,,,InvalidBase64,Data cannot be decoded,
,,,,,,,,,,Invalid Base64 or decoding error
user_327,2024-11-18T08:22:59.998695,203.16.180.215,logout,,4052.0,5.0,464.59,,,
user_504,2024-11-19T16:08:34.998712,179.218.152.88,login,"{'item_id': 5597, 'quantity': 2, 'price': 929.07}",,,,,,
,2024-11-17T20:00:40.998720,,,,,,,TimeoutError,Connection to DB failed,
,2024-11-18T14:20:38.998728,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-18T14:20:38.998728,
user_651,2024-11-19T11:02:12.998730,52.172.106.182,logout,"{'item_id': 5135, 'quantity': 3, 'price': 197.28}",,,,,,
,2024-11-17T18:54:28.998741,,,,,,,TimeoutError,Connection to DB failed 2024-11-17T18:54:28.998741,
user_849,2024-11-17T20:05:51.998755,96.120.2.160,login,"{'item_id': 7917, 'quantity': 3, 'price': 998.83}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_738,2024-11-19T03:42:16.998768,229.176.54.163,update,,3903.0,2.0,432.26,,,
,2024-11-17T21:54:17.998826,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-17T21:54:17.998826,
user_101,2024-11-17T19:13:09.998829,48.74.106.90,logout,,3399.0,3.0,536.67,,,
user_898,2024-11-18T18:04:45.998835,3.236.37.236,error,"{'item_id': 1231, 'quantity': 3, 'price': 166.45}",,,,,,
,2024-11-19T11:38:31.998842,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-19T11:38:31.998842,
,2024-11-17T20:12:27.998844,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-17T20:12:27.998844,
,2024-11-17T20:04:56.998851,,,,,,,TimeoutError,Connection to DB failed,
user_530,2024-11-18T14:21:59.998864,3.72.95.27,update,,9871.0,2.0,585.12,,,
,2024-11-19T13:30:50.998870,,,,,,,TimeoutError,Connection to DB failed,
user_339,2024-11-18T14:05:44.998872,186.111.199.251,error,,3799.0,1.0,431.1,,,
,2024-11-18T00:19:31.998878,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-18T00:19:31.998878,
user_771,2024-11-18T17:15:53.998883,249.40.105.38,logout,,6940.0,4.0,763.9,,,
user_164,2024-11-18T22:00:58.998889,191.132.138.7,logout,,1601.0,5.0,356.81,,,
,2024-11-18T09:49:23.998897,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-18T09:49:23.998897,
,,,,,,,,,,Invalid Base64 or decoding error
,2024-11-19T16:20:32.998937,,,,,,,TimeoutError,Connection to DB failed 2024-11-19T16:20:32.998937,
user_46,2024-11-19T06:04:01.998941,102.251.49.7,error,,4259.0,1.0,21.76,,,
user_54,2024-11-18T00:48:52.998957,22.208.18.123,error,,3967.0,2.0,261.99,,,
user_240,2024-11-18T15:08:48.998963,208.66.245.85,purchase,,3922.0,1.0,976.66,,,
,2024-11-19T06:20:51.998972,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-19T06:20:51.998972,
,2024-11-18T18:23:03.998973,,,,,,,InvalidBase64,Data cannot be decoded,
,2024-11-18T11:10:29.998978,,,,,,,InvalidBase64,Data cannot be decoded,
user_604,2024-11-18T10:26:57.998987,177.60.55.84,logout,"{'item_id': 6732, 'quantity': 3, 'price': 355.44}",,,,,,
user_511,2024-11-18T03:37:28.998994,28.91.236.233,purchase,,7669.0,4.0,526.99,,,
user_331,2024-11-18T10:33:53.999000,188.6.11.208,purchase,"{'item_id': 5046, 'quantity': 3, 'price': 117.54}",,,,,,
user_943,2024-11-18T05:48:22.999017,250.52.252.208,logout,"{'item_id': 2826, 'quantity': 4, 'price': 206.17}",,,,,,
user_191,2024-11-18T18:22:44.999039,216.35.51.141,error,,3934.0,3.0,92.96,,,
,2024-11-19T12:06:28.999045,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-19T12:06:28.999045,
user_193,2024-11-19T14:42:36.999047,232.95.229.76,update,,4786.0,4.0,35.53,,,
,,,,,,,,,,Invalid Base64 or decoding error
,2024-11-18T19:06:11.999060,,,,,,,TimeoutError,Connection to DB failed,
,,,,,,,,,,Invalid Base64 or decoding error
user_256,2024-11-19T09:47:50.999069,236.195.13.120,purchase,"{'item_id': 3533, 'quantity': 3, 'price': 687.7}",,,,,,
user_716,2024-11-18T03:32:31.999081,217.165.172.122,logout,,4273.0,2.0,818.7,,,
user_973,2024-11-19T05:28:10.999100,108.72.214.75,logout,,8521.0,4.0,782.87,,,
user_191,2024-11-18T21:24:31.999107,247.79.247.15,login,,6253.0,5.0,438.84,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_672,2024-11-17T17:12:22.999134,76.214.44.149,update,"{'item_id': 9258, 'quantity': 5, 'price': 234.63}",,,,,,
user_159,2024-11-17T23:37:37.999151,2.180.6.185,purchase,"{'item_id': 5189, 'quantity': 3, 'price': 296.07}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
,2024-11-18T15:54:08.999164,,,,,,,TimeoutError,Connection to DB failed 2024-11-18T15:54:08.999164,
user_711,2024-11-18T00:04:48.999166,94.35.138.122,error,,3072.0,4.0,530.11,,,
,2024-11-19T10:24:07.999172,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-19T10:24:07.999172,
user_730,2024-11-19T10:51:28.999174,115.101.218.199,logout,"{'item_id': 7176, 'quantity': 1, 'price': 739.62}",,,,,,
,2024-11-19T10:28:09.999184,,,,,,,TimeoutError,Connection to DB failed,
,,,,,,,,,,Invalid Base64 or decoding error
user_78,2024-11-18T11:27:02.999214,132.148.112.75,purchase,,9659.0,5.0,986.0,,,
user_781,2024-11-18T10:24:17.999227,152.91.222.100,purchase,,1334.0,5.0,929.3,,,
user_394,2024-11-17T21:01:59.999233,159.157.52.225,update,,9502.0,5.0,494.0,,,
user_70,2024-11-18T08:57:29.999239,246.222.129.180,update,,9104.0,4.0,528.3,,,
user_585,2024-11-18T23:54:37.999262,131.153.53.167,error,,5282.0,1.0,410.38,,,
,2024-11-18T21:07:01.999269,,,,,,,InvalidBase64,Data cannot be decoded,
,,,,,,,,,,Invalid Base64 or decoding error
,2024-11-19T13:13:51.999278,,,,,,,TimeoutError,Connection to DB failed,
,,,,,,,,,,Invalid Base64 or decoding error
,2024-11-18T17:14:03.999287,,,,,,,TimeoutError,Connection to DB failed 2024-11-18T17:14:03.999287,
user_364,2024-11-18T09:30:12.999293,252.252.69.61,update,"{'item_id': 3744, 'quantity': 4, 'price': 386.26}",,,,,,
user_706,2024-11-18T05:00:20.999312,3.218.89.142,purchase,,1775.0,2.0,488.5,,,
user_369,2024-11-18T13:11:48.999324,241.83.234.116,login,,3717.0,1.0,409.52,,,
user_395,2024-11-18T22:14:58.999350,136.170.174.68,login,,1757.0,5.0,245.95,,,
,2024-11-18T13:01:37.999358,,,,,,,TimeoutError,Connection to DB failed 2024-11-18T13:01:37.999358,
user_50,2024-11-19T00:15:34.999360,106.33.144.53,login,,8125.0,3.0,235.5,,,
user_311,2024-11-18T21:15:01.999376,83.106.121.47,update,,1591.0,5.0,215.18,,,
user_831,2024-11-19T10:53:34.999382,211.253.191.60,login,"{'item_id': 4107, 'quantity': 2, 'price': 133.94}",,,,,,
,2024-11-18T02:23:17.999388,,,,,,,TimeoutError,Connection to DB failed,
,2024-11-18T16:50:03.999395,,,,,,,TimeoutError,Connection to DB failed,
,,,,,,,,,,Invalid Base64 or decoding error
user_562,2024-11-18T16:24:16.999432,33.250.242.233,update,,9957.0,1.0,831.11,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_529,2024-11-18T09:51:49.999457,82.249.87.143,purchase,,4434.0,4.0,545.7,,,
user_239,2024-11-19T08:34:39.999479,111.52.210.61,update,"{'item_id': 2089, 'quantity': 5, 'price': 141.56}",,,,,,
user_317,2024-11-19T15:19:31.999495,221.38.17.150,error,"{'item_id': 7855, 'quantity': 3, 'price': 824.87}",,,,,,
,2024-11-18T12:10:51.999507,,,,,,,InvalidBase64,Data cannot be decoded,
,2024-11-17T20:39:38.999511,,,,,,,TimeoutError,Connection to DB failed,
user_123,2024-11-19T07:30:11.999513,109.209.79.110,login,"{'item_id': 5236, 'quantity': 5, 'price': 124.66}",,,,,,
user_270,2024-11-18T19:24:18.999520,214.144.160.195,error,,3923.0,2.0,116.51,,,
,2024-11-18T03:30:22.999528,,,,,,,TimeoutError,Connection to DB failed 2024-11-18T03:30:22.999528,
user_214,2024-11-19T10:28:25.999536,54.123.140.46,update,"{'item_id': 6732, 'quantity': 4, 'price': 829.46}",,,,,,
user_204,2024-11-18T23:38:38.999548,245.141.167.54,update,,2516.0,4.0,626.01,,,
user_130,2024-11-17T21:36:58.999561,102.105.102.204,purchase,"{'item_id': 2412, 'quantity': 4, 'price': 493.25}",,,,,,
,2024-11-18T18:10:15.999570,,,,,,,TimeoutError,Connection to DB failed,
user_569,2024-11-18T15:52:29.999572,36.195.32.3,purchase,,6878.0,1.0,439.4,,,
,2024-11-18T01:06:03.999578,,,,,,,TimeoutError,Connection to DB failed,
,2024-11-19T05:40:27.999580,,,,,,,TimeoutError,Connection to DB failed 2024-11-19T05:40:27.999580,
,2024-11-18T11:34:56.999582,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-18T11:34:56.999582,
,2024-11-19T08:23:18.999584,,,,,,,TimeoutError,Connection to DB failed,
,,,,,,,,,,Invalid Base64 or decoding error
,2024-11-18T12:24:55.999600,,,,,,,TimeoutError,Connection to DB failed,
user_508,2024-11-17T18:38:33.999603,104.122.81.80,purchase,,3725.0,4.0,322.37,,,
,2024-11-18T23:38:10.999613,,,,,,,TimeoutError,Connection to DB failed 2024-11-18T23:38:10.999613,
user_552,2024-11-18T00:20:01.999625,252.79.229.67,login,,2298.0,3.0,484.66,,,
user_478,2024-11-19T14:07:12.999643,255.24.82.150,login,,7689.0,4.0,894.89,,,
user_937,2024-11-19T07:49:15.999649,204.49.81.182,logout,,7228.0,1.0,509.7,,,
user_302,2024-11-17T17:31:37.999658,171.74.132.78,error,"{'item_id': 4578, 'quantity': 2, 'price': 374.63}",,,,,,
user_156,2024-11-18T15:08:38.999664,87.201.105.57,error,,7702.0,5.0,309.85,,,
user_436,2024-11-19T00:04:21.999671,6.114.148.186,logout,,2346.0,3.0,23.46,,,
user_507,2024-11-19T01:43:25.999682,149.108.23.68,error,"{'item_id': 5365, 'quantity': 2, 'price': 127.99}",,,,,,
user_863,2024-11-19T16:23:02.999695,65.103.42.78,update,,1604.0,1.0,169.25,,,
user_862,2024-11-19T08:41:32.999701,242.10.103.57,login,"{'item_id': 2408, 'quantity': 4, 'price': 154.78}",,,,,,
user_415,2024-11-19T09:53:31.999720,50.172.222.54,login,"{'item_id': 9252, 'quantity': 2, 'price': 840.99}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
,2024-11-19T13:56:52.999735,,,,,,,TimeoutError,Connection to DB failed,
user_909,2024-11-19T00:06:29.999737,97.108.110.132,purchase,,9416.0,5.0,348.1,,,
user_129,2024-11-17T23:02:48.999750,191.55.162.227,error,"{'item_id': 4924, 'quantity': 1, 'price': 96.89}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_3,2024-11-17T17:54:14.999763,147.229.34.65,purchase,,7428.0,3.0,694.35,,,
,2024-11-19T02:47:53.999783,,,,,,,TimeoutError,Connection to DB failed 2024-11-19T02:47:53.999783,
user_399,2024-11-18T22:24:40.999785,191.27.238.89,update,,8718.0,3.0,204.33,,,
,,,,,,,,,,Invalid Base64 or decoding error
,2024-11-19T01:53:43.999810,,,,,,,TimeoutError,Connection to DB failed,
user_304,2024-11-18T07:43:35.999812,171.48.3.4,purchase,,9273.0,3.0,209.17,,,
user_981,2024-11-18T14:57:18.999820,19.31.59.102,logout,,4718.0,2.0,274.11,,,
user_313,2024-11-17T23:46:17.999826,36.157.97.116,update,,6272.0,3.0,738.66,,,
,,,,,,,,,,Invalid Base64 or decoding error
,2024-11-18T01:37:24.999845,,,,,,,TimeoutError,Connection to DB failed,
user_429,2024-11-19T07:48:02.999847,193.132.93.130,update,,7411.0,1.0,962.56,,,
user_988,2024-11-17T22:51:01.999855,156.71.69.111,purchase,"{'item_id': 3393, 'quantity': 5, 'price': 232.62}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_193,2024-11-18T05:59:17.999882,122.247.118.142,update,"{'item_id': 8155, 'quantity': 5, 'price': 461.6}",,,,,,
user_111,2024-11-18T18:09:34.999895,167.167.227.212,login,"{'item_id': 8523, 'quantity': 4, 'price': 616.13}",,,,,,
user_931,2024-11-19T14:19:52.999908,134.221.33.155,logout,,9853.0,2.0,848.87,,,
user_828,2024-11-19T02:04:47.999930,119.204.91.226,login,"{'item_id': 1422, 'quantity': 3, 'price': 773.1}",,,,,,
user_983,2024-11-19T01:17:07.999936,159.105.226.155,error,,1641.0,4.0,966.11,,,
,2024-11-18T23:52:26.999951,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-18T23:52:26.999951,
,2024-11-19T04:07:28.999953,,,,,,,TimeoutError,Connection to DB failed,
,2024-11-19T02:32:31.999957,,,,,,,TimeoutError,Connection to DB failed 2024-11-19T02:32:31.999957,
user_494,2024-11-18T03:26:14.999969,62.64.185.25,login,,2591.0,2.0,860.28,,,
,2024-11-18T00:22:37.999975,,,,,,,TimeoutError,Connection to DB failed,
,2024-11-18T22:40:12.999979,,,,,,,InvalidBase64,Data cannot be decoded,
user_714,2024-11-18T23:18:55.999996,147.99.92.235,purchase,"{'item_id': 1307, 'quantity': 3, 'price': 343.05}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
,2024-11-19T03:53:47.000021,,,,,,,TimeoutError,Connection to DB failed,
user_947,2024-11-18T22:54:56.000038,104.23.75.81,purchase,,1725.0,1.0,363.59,,,
,2024-11-18T00:49:43.000046,,,,,,,InvalidBase64,Data cannot be decoded,
user_366,2024-11-18T09:55:19.000055,206.173.98.117,update,,5661.0,1.0,627.09,,,
,2024-11-19T09:41:29.000061,,,,,,,TimeoutError,Connection to DB failed,
user_110,2024-11-17T22:32:13.000065,223.250.116.202,error,"{'item_id': 6611, 'quantity': 3, 'price': 756.84}",,,,,,
,2024-11-17T23:28:51.000072,,,,,,,TimeoutError,Connection to DB failed 2024-11-17T23:28:51.000072,
,2024-11-18T02:26:51.000082,,,,,,,TimeoutError,Connection to DB failed 2024-11-18T02:26:51.000082,
user_251,2024-11-17T23:48:39.000101,214.43.230.168,error,,3184.0,1.0,677.16,,,
user_50,2024-11-18T15:52:14.000118,16.111.112.176,update,,2825.0,1.0,241.02,,,
user_998,2024-11-19T05:52:29.000128,145.59.3.130,error,,9231.0,5.0,239.37,,,
,2024-11-19T16:43:49.000145,,,,,,,InvalidBase64,Data cannot be decoded,
user_498,2024-11-18T19:06:15.000148,79.153.3.55,logout,"{'item_id': 4440, 'quantity': 3, 'price': 814.48}",,,,,,
user_741,2024-11-18T14:43:09.000172,57.30.74.115,purchase,,6219.0,5.0,598.64,,,
user_200,2024-11-19T15:56:15.000179,236.188.13.146,error,"{'item_id': 8381, 'quantity': 5, 'price': 961.52}",,,,,,
user_30,2024-11-18T11:50:04.000191,218.167.185.106,purchase,"{'item_id': 2694, 'quantity': 2, 'price': 16.31}",,,,,,
user_28,2024-11-18T15:58:30.000211,37.34.191.98,update,"{'item_id': 1959, 'quantity': 5, 'price': 870.38}",,,,,,
user_99,2024-11-17T20:58:23.000230,12.36.120.113,logout,,9426.0,2.0,298.65,,,
user_584,2024-11-19T13:58:41.000266,246.53.213.233,login,,6720.0,1.0,780.17,,,
,2024-11-18T20:38:55.000272,,,,,,,TimeoutError,Connection to DB failed 2024-11-18T20:38:55.000272,
,2024-11-19T12:30:05.000274,,,,,,,TimeoutError,Connection to DB failed,
,2024-11-18T13:45:36.000276,,,,,,,TimeoutError,Connection to DB failed 2024-11-18T13:45:36.000276,
user_889,2024-11-18T21:47:39.000278,125.34.110.60,update,"{'item_id': 9298, 'quantity': 4, 'price': 248.82}",,,,,,
user_549,2024-11-18T08:06:05.000287,246.147.107.247,update,"{'item_id': 8052, 'quantity': 5, 'price': 899.57}",,,,,,
user_768,2024-11-18T13:27:45.000314,254.31.239.239,login,,8830.0,3.0,244.13,,,
user_467,2024-11-18T02:46:53.000320,132.70.36.9,update,"{'item_id': 4299, 'quantity': 4, 'price': 123.0}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_209,2024-11-19T00:38:16.000336,220.104.22.120,update,"{'item_id': 7834, 'quantity': 5, 'price': 654.75}",,,,,,
user_806,2024-11-18T03:41:24.000344,228.219.59.172,error,,8408.0,2.0,515.03,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_266,2024-11-18T22:12:18.000379,134.7.215.227,error,,1958.0,2.0,85.0,,,
user_310,2024-11-17T21:32:20.000389,218.91.218.70,error,,9098.0,3.0,535.14,,,
,2024-11-19T11:37:49.000394,,,,,,,TimeoutError,Connection to DB failed,
user_691,2024-11-18T23:06:24.000399,180.179.105.191,update,"{'item_id': 2902, 'quantity': 5, 'price': 96.49}",,,,,,
user_476,2024-11-19T08:06:24.000407,213.162.10.1,login,,6761.0,3.0,968.8,,,
user_49,2024-11-18T03:22:48.000413,247.132.72.232,purchase,,9696.0,4.0,97.66,,,
user_866,2024-11-19T01:33:18.000419,244.226.10.95,purchase,"{'item_id': 9683, 'quantity': 3, 'price': 795.33}",,,,,,
user_487,2024-11-19T09:49:31.000437,225.201.32.46,login,,8000.0,3.0,998.55,,,
user_140,2024-11-18T23:20:37.000445,19.224.10.198,logout,,6018.0,4.0,299.39,,,
user_457,2024-11-18T21:17:00.000451,65.68.173.71,purchase,"{'item_id': 4837, 'quantity': 3, 'price': 583.64}",,,,,,
,2024-11-19T05:28:33.000460,,,,,,,TimeoutError,Connection to DB failed,
user_145,2024-11-19T10:31:43.000468,230.12.68.25,error,"{'item_id': 1140, 'quantity': 4, 'price': 470.65}",,,,,,
user_158,2024-11-18T10:25:22.000478,129.117.96.209,logout,,8557.0,4.0,436.22,,,
